strike,call_oi,call_gex,call_dex,call_vannex,call_charmex,put_oi,put_gex,put_dex,put_vannex,put_charmex,net_gex,net_dex,net_vannex,net_charmex,put_call_oi_ratio
6165.0,0.0,0.0,0.0,0.0,0.0,53.0,-3114494.112357494,-19599.81157198318,527732.3514414788,40654862.60475183,-3114494.112357494,-19599.81157198318,527732.3514414788,40654862.60475183,
6170.0,0.0,0.0,0.0,0.0,0.0,922.0,-138188901.94089007,-3108113.7779213954,25923037.629684374,675962620.3350604,-138188901.94089007,-3108113.7779213954,25923037.629684374,675962620.3350604,
6175.0,1328.0,0.0,879760185.9375,0.0,0.0,12971.0,-9868037832.429573,-258143390.5026482,1919438072.2588067,22100920329.578335,-9868037832.429573,621616795.4348518,1919438072.2588067,22100920329.578335,9.767319277108435
6180.0,132.0,0.0,87446042.578125,0.0,0.0,1006.0,-369289998.68042904,-10010903.55664935,69739477.70897727,977598607.7885852,-369289998.68042904,77435139.02147564,69739477.70897727,977598607.7885852,7.621212121212121
6185.0,0.0,0.0,0.0,0.0,0.0,149.0,-11282115.822867667,-70658.84970938125,1869938.7933888347,140625286.44646412,-11282115.822867667,-70658.84970938125,1869938.7933888347,140625286.44646412,
6190.0,0.0,0.0,0.0,0.0,0.0,1725.0,-343379276.32688236,-8557219.920697603,63164348.45492895,1256830174.4529188,-343379276.32688236,-8557219.920697603,63164348.45492895,1256830174.4529188,
6195.0,0.0,0.0,0.0,0.0,0.0,109.0,-14414038.669290133,-99019.23965942777,2242788.5796633414,175363134.88140818,-14414038.669290133,-99019.23965942777,2242788.5796633414,175363134.88140818,
6200.0,7978.0,0.0,5285185815.8203125,0.0,0.0,19525.0,-21506692848.5178,-545162207.0949432,4021810555.977802,48305224732.27213,-21506692848.5178,4740023608.725369,4021810555.977802,48305224732.27213,2.447355226873903
6205.0,1.0,0.0,662470.01953125,0.0,0.0,772.0,-69725490.1424256,-427322.04185031215,11395014.130994711,828203828.8599873,-69725490.1424256,235147.97768093785,11395014.130994711,828203828.8599873,772.0
6210.0,4.0,0.0,2649880.078125,0.0,0.0,2733.0,-381217122.96074563,-5714944.119022792,64575325.01964036,3007878248.893507,-381217122.96074563,-3065064.040897792,64575325.01964036,3007878248.893507,683.25
6215.0,0.0,0.0,0.0,0.0,0.0,208.0,-21160626.24568682,-129047.98543584152,3421381.0672272705,245152166.40297335,-21160626.24568682,-129047.98543584152,3421381.0672272705,245152166.40297335,
6220.0,3.0,0.0,1987410.05859375,0.0,0.0,1068.0,-259184868.2424956,-5652301.650192104,44732002.21409444,1253206495.7056756,-259184868.2424956,-3664891.5915983543,44732002.21409444,1253206495.7056756,356.0
6225.0,530.0,0.0,351109110.3515625,0.0,0.0,5270.0,-5774524423.656979,-138292609.20432645,1041374294.8232434,12498940040.293154,-5774524423.656979,212816501.14723605,1041374294.8232434,12498940040.293154,9.943396226415095
6230.0,5.0,0.0,3312350.09765625,0.0,0.0,605.0,-204776157.3753157,-4844809.089270251,34793481.29194477,831835376.9641156,-204776157.3753157,-1532458.9916140009,34793481.29194477,831835376.9641156,121.0
6235.0,2.0,0.0,1324940.0390625,0.0,0.0,98.0,-12547802.810996475,-75574.03988278833,1986635.2414392538,138041545.77832514,-12547802.810996475,1249365.9991797116,1986635.2414392538,138041545.77832514,49.0
6240.0,1.0,1602510.593465883,453810.8275031443,-28096.128548145116,-14300503.384170724,2249.0,-459484151.36801326,-8649309.431099348,75458215.45984253,2698795961.982816,-457881640.7745474,-8195498.603596203,75430119.33129439,2684495458.5986457,2249.0
6245.0,0.0,0.0,0.0,0.0,0.0,321.0,-92095322.43949445,-657087.9109462324,13094300.274959683,985643148.2210387,-92095322.43949445,-657087.9109462324,13094300.274959683,985643148.2210387,
6250.0,4902.0,0.0,3247428035.7421875,0.0,0.0,26674.0,-25511661702.599094,-719586282.5218992,4444653100.969572,55559080851.91994,-25511661702.599094,2527841753.2202883,4444653100.969572,55559080851.91994,5.441452468380253
6255.0,19.0,0.0,12586930.37109375,0.0,0.0,140.0,-24611416.139700405,-149254.4492172604,3769908.503280521,256409062.26979926,-24611416.139700405,12437675.92187649,3769908.503280521,256409062.26979926,7.368421052631579
